Last Name,Second Names,Nickname,First Name,Title,Image,Image source,Image License,Relationship,Include,Birth,Death,Biography,Priory Guests,Date of First Meeting,Context of First Meeting,Frequency of Contact,McCormack,Rignall,Additional Notes ,# of letters, Appendix ,Sources of Text,
Trollope,,,Anthony,,anthony_trollope.png,https://en.wikipedia.org/wiki/Anthony_Trollope,,,x,,,Close friend of GHL then GE,Semi-regular,1874,,,,"440, 441",,,"I, ix, and GE as real-ists, Ill, 41; 43, 114, gets CLL nomi-nation to Post Office, 326; 330, 360, 362,  378, 426, and Thackeray, 434; 435, on GHL's cheerfulness, 448; 463, 464, goes to U. S., 470; learns CLL not doing well in P. 0., IV, 34; 37, at housewarming, Priory, 115; Fort-nightly, 169, 172,   195, 266, VII, 156; banting, IV, 170; 186, 200, 233, 361, resigns from P. O. to edit St. Paul's, 392; 394, 464, V, 69, 143, tells GHL about Harry, 357; 385, 414, VI, 20, 259, 418, VII, 9, 29, 151, on GHL (Fort-nightly), 156 Australia and New Zealand, V, 362, Orley Farm, IV, 8-9-, 29, 62,209, V, 243; Prime Minister, VI, 194,  197, 199; Rachel Ray, IV, 110-; Ralph the Heir, V, 351; Sir Harry Hotspur, 132; Small House at Allington, IV, 59-,209; The Way We Live Now, 76-GE and, on Romola, IV, 45, 58, 102, 125; 59, contrast with T. Trollope, 81-2; 110, 296, VI, 123, gives Jubal, 45; ""loud and insusceptible,"" 260",,
Tyndall,,,John,,john_tyndall.png,https://en.wikipedia.org/wiki/John_Tyndall,,,x,,,Scientist,,,,,,"442, 443",,,"IV, 119;  edits   Reader,   170;   Fortnightly, 192,  210;  said  GE  caught  Lecky  well, 195;  V, 144, VI, 79, 139, 183, 364,  427, 437",,
Ward,Stuart,,Elizabeth,,elizabeth_stuart_ward.png,https://en.wikipedia.org/wiki/Elizabeth_Stuart_Phelps_Ward,,,x,,,,,,,,,,,,,,
White,Hale,,William,,william_hale_white.png,https://en.wikipedia.org/wiki/File:William_Hale_White00.jpg,,,x,,,,,,,,,463,,,"142 Strand, I, xv, II, 92, writdl  GE  ''about  Maccall,  VI, 248, 278",,
Lewes,Ashweek Willim,,Elizabeth,,,,,,x,,,,,,,,,,,,,,
Clarke,,,Edward,,,,,,x?,,,,,,,,,55-56,,,"I, lxv, marries Christiana Evans, 4; 95, 100, borrows [800 from R. Evans, 141; bankrupt, 200; attends Robert Evans, 258,  271, grief over death of Clara, 301; 304, takes GE to Allesley, 336; ill, 356; dies, 11, 73; practice sold, 75; orig. of Lydgate, IV, 472 ",,
Clarke,Susanna,,Emily,,,,,,x?,,,,,,,,,,,,,,
Clifford,Kingdon,,William,,william_kingdon_clifford.png,https://en.wikipedia.org/wiki/William_Kingdon_Clifford,,,x?,,,,Semi-regular,,,,68,,,,"V, 403, 464, VI, 14, rev. Problems (Academy), 21, 30; 43, engaged, 102; 236, VII, 12, 107, dies, 123",,
Conway,Daniel,,Monocure,,monocure_d_conway.png,https://en.wikipedia.org/wiki/Moncure_D._Conway,,,x?,,,,,,,,,,,,,,
Druce,Mrs. Albert Druce,,Anna Cross (Bowling Buchanan),,,,,,x?,,,,Semi-regular,,,,,,,,"V, 137; 341, VI. 39, sends GE flowers, 105; 314, VII 266, 270, 311,  314, 316,  324, gives painting, 339",,
Evans,Rawlins,,Frederic,,,,,,x?,,,,,,,,,,,,,,
Evans,Mary,,Eleanor,,,,,,x?,,,,,,,,,,,,,,
Evans,,,Thomas C.,,,,,,x?,,,,,,,,,,,,,,
Froude,Anthony,,James,,james_froude.png,https://en.wikipedia.org/wiki/File:James_Anthony_Froude_by_Sir_George_Reid.jpg,Public domain,,x?,,,,,,,,,113,,,"I, 279-80_; Shadows of the Clouds, I, 280_, 285; meets GE at Coventry, 285; 289, plans to go abroad with Brays and GE, 299; marries, 318; 359, II,  4,  tr,   Goethe, 5;  34, WR  arts., II, 47, 57, 61, 114, 117, 124,211, 397; 49, 54, J.  Wise and, 397; GE sends  Scenes to,  418;  wants  to  know  GE,  481;  482,  484,  GE  sends Adam   to,  III,  6,  34-5;  43, History  of  England, ll2_,    ll5_, 119_; ed. Fraser's, V, 159; VII, 29, 30",,
Geddes,Bury,,Emily ,,,,,,x?,,,,,,,,,,,,,,
Gilchrist,Burrows,,Annie,,annie_gilchrist.png,https://en.wikipedia.org/wiki/File:Mrs._Anne_Gilchrist_(1828-1885).jpg,Public domain,,x?,,,,,,,,,,,,,,
Gurney,,,Edmund,,edmund_gurney.png,https://en.wikipedia.org/wiki/File:Edmund_Gurney.png,Public domain,,x?,,,,Semi-regular,,,,,151,,,"V, 409-10, Daniel De- ronda  and, VI, 140;  321, 360, 380,  396, 398,  VII,  21, 286",,
Holbeche,,,Vincent,,,,,,x?,,,,,,,,,,,,,,
Holyoake,Jacob,,George,,george_holyoake.png,https://en.wikipedia.org/wiki/File:Holyoake2.JPG,Public domain,,x?,,,,,,,,,,,,,,
Jones,,,Owen,,,,,,x?,,,,,,,,,,,,,,
Kovalevsky,,,Sophia,Mme,sophia_kovalevsky.png,https://en.wikipedia.org/wiki/Sofia_Kovalevskaya,,,x?,,,Russian mathematician,Semi-regular,,,,68,,,,"V, 59",,
Langford,Munt,,Joseph,,,,,,x?,,,,,,,,,,,,,,
Lehmann,,,Nina,,,,,,x?,,,Friend of GE,Semi-regular,25 April 1864,,,,"207, 208",,,"GE dines with, IV, 148; IV, 240, GE goes to Pau to see, IV, 334-8, 364, 368-9, 385, sings at Priory, V, 7, 238, 357, VI, musicale, 128; 233-4, 251, 360, 436",,
Lehmann,,,Rudolph,,,,,,x?,,,Artist; Invited Leweses to his own events/attended those of Leweses ,Semi-regular,1869,,Frequent guest/apx. 20x,,,,,"IV, 335-6, 383, V, 333, 357, VI, 251,  256, 259",,
Lehmann,,,Emily,,,,,,x?,,,,,,,,,,,,,,
Liggins,,,Joseph,,,,,,x?,,,Alleged author of GE's early fiction,,,,,,241,,,"  I,   xiii,   Mrs.   Houghton hears   he   wrote Scenes, II,   337;   366, Newdegate  says  he  is  GE,  457;  460,  III, 21,  GE  hopes  JB  enjoys  myth,  44;  GE rem mbers,   46;   GHL   on,   46-7,    49;H.  S.  Anders  writes Times he  is  GE,  48; GHL denies, 50-1; 52, GE urges JB to  deny  in Times, 53;  54-5,  JB  fears letter  will  seem  a  puff,  58;  63,  68,  JB brings  correspondence on,  69;  73, JBpub.  letter  in  Times,  74-5;  76-8, JB sends  Quirk  a  note  in  GE's  hand,  80 -1; 82-4,  ""an  impostor,""  87-8;  GE writes 3d letter  to Times, 92-3; 94, 98-9,  IOI, shows ""MS"" of  Scenes, 102; 104-5, 109- 10, 135, 146-7, 154, 156, 158, 160,   162, GHL  never saw  Liggins, 163; 165,  168, 170, 189-90,  Mrs. Gaskell  on,  197; 201- 2, 214,  226,  307, IV, 26, 417-8",,
Lowell,Russell,,James,,,,,,x?,,,,,,,,,,,,"Under the Wil-lows, V, 5-; Spectator on, 12; 37, The Cathedral, 81, My Study Windows, 153-; GE on, 155-6; 176,271,423",,
Mill,,,John Stuart,,,,,,x?,,,"Writer, philosopher",,,,,,"266, 267",,,"I, xliv, GHL  meets, lxviii;  Logic, I,  tno_, 363, IV, 233, VI, 163;. I,  365,  II,   23,  38,  49, 55, 68, and Carlyle's  MS,  143;  145,  III,  43, and  Spencer,   200,   268,   407, Liberty, IV, 196_,  208;   Political    &onomy,   196_, VI,  163_; Representative  Government, IV, 196_, 232;  208,  232, 269, 308,onwomen's   rights,   364,   366;   at    India House,   388;   V,   311, Subjection   of Women, 388;  said  to  have    confirmed her   religious   views,   VI,   68;    Three Essays  on  Religion, 93,  GE  never  saw, except  in  House,  163,  243,  338, VII,  332-3 Autobiography, GE  on,  V,  458, 461_, 467; rev. in Maga, VI, 23 WR and,   GE   corrects   Chapman's letter  to,  I,  351;  pulverizes F.  W. New- man  in, 363; will write for, II,  21,  47,  art. unsatisfactory, 61, 64 ",,
Paget,,,James,Sir,,,,,x?,,,,,,,,,,,,,,
Pears,Hill,,Abijah,,,,,,x?,,,,,,,,,,,,,,
Ponsonby,Elizabeth,,Mary,Lady,,,,,x?,,,,,,,,,,,,,,
Ritchie,Isabella,,Anne,Lady,,,,,x?,,,,,,,,,,,,,,
Rolleston,,,Charles,,,,,,x?,,,,,,,,,,,,,,
Senior,Elizabeth Hughes,,Jane ,,,,,,x?,,,,,,,,,,,,,,
Sidgwick,Mildred,,Eleanor,,,,,,x?,,,,,,,,,,,,,,
Sidgwick,,,Henry,,,,,,x?,,,"""Favourite"" of GE",Semi-regular,,,,,398,,,"V, 409-10,  V,  445, 474, VI, 140, 199, 292, GE visits, June  1877, 365, 380-1;  VII,  20,  73, ll4,  ll7,  and  GHL  Studentship,  127,  177;  128,  223, 254, 319, 322",,
Simpson,Charlotte Mair,,Mary,,,,,,x?,,,,,,,,,,,,,,
Simpson,,,George,,,,,,x?,,,,,,,,,,,,,,
Smith ,Barnett,,George,,,,,,x?,,,,,,,,,,,,,,
Spencer,,,Herbert,,,,,,x?,,,Friend of GE,Regular,,,,30,"412, 413",,,"'I, 'xliv, 'lviii, 'II, ' '4, '8, '13, quits 'Economist, '98; '126, 'at 'Tre- port, '216; '253, 'crusades 'against 'spe- cies 'and 'state ' control, ' 405; ' ' betrays GE's 'incognito, ' I, ' lxi, ' 'II, ' '494, ' '505, III, 12, '97, 103, '111, IV, 26; 'tries 'for 'Government 'posts, 'III, '200, ' 'abstract but 'clear, '319; '404, 'prudence 'in 'print - ing, '437; '469, 'in '""Thorough"" ' ' Club, IV, 66; 128, back from 'Italy, '438-9;Americans give amanuenses, V,328;under attack, VI, 15; his 'fatalism, '124;gives picnic, VII, 38; goes to Egypt, 222neurotic, palpitation of the heart, II,128, 157; sleeps in waterproof cap, 213;233, III, 467, IV, 9, 179 GE 'and, I, lxxv-lxxvi, 'meets, ' 364; opera ' 'and ؜ 'theater ' 'with, ' '376, ' 'II, ' '18, 22, '28; 'on '""very 'intimate ' 'terms"" ' 'with GE, '11; '16, '""not 'in 'love,"" ' '22; ' '""calm 'new friendship,"" '29; 'rumored 'engaged, 35; 'brings 'father 'to ' 'see ' 'GE, ' '37; ' 'at 'coast 'with 'GE?, '38, '51; ' '""proof-hunt- ing,"" ' 40; ' 65-6, ' at ' Rosehill ' with, ' Oct. '1852, '66, 'Oct. 1853, '119; '86, '96, 114,117, '137, 'praises 'only 'on 'compulsion, 140; ' adopts ' GE's ' version ' of Mill's axiom, 145; GE's biography of for 1954, 165; 'writes 'GE, '189; 'dislikes 'having letters 'shown, '223; '237, 'settles 'in 'Lon- don, '290; 'coolness 'with, 'III, '49, '111; unconscious 'of 'GE 'and 'GHL's 'feeling, 154; 'writes enthusiastic letter 'on Adam, 169-70, '192; '270, gulf between 'on 'art and 'classics, '469; 'IV, '20, '""our 'good friend,"" '30; '66, 'GE 'invites 'to 'Christ - mas 'dinner, '71; 'at 'Priory 'housewarm- ing, '115; ' 192; ' wears ' well, ' feelings never too much 'for, '489; 'V, '188, '266, 464, 'thinks 'GE 'greatest 'woman ' 'that has ' lived, ' 465; ' VI, '29, '56, 'rumored GE's 'tutor, '68, '163-4; 'GE's 'letters 'to, 311; egoism, 426; GE does not see, VII, 107; does 'not 'confide 'in, '284; 'his 'sym - pathy unexpected, 289; GE on, 344; 348 visits GE, II, '219, 290, 305, 405, '422, 496, III, '456, '467-8, 'IV, 129, '192, 235, V, 45, 96, 215, '238, '415, 454, VI, ' 155, 415, VII, 107, 254 GHL ' 'and, ' 'introduces ' 'GHL ' ' ' 'to Crosses, 'I, 'lxiii; 'II, '22, '37, 'jealous 'of GHL, 'III, '49; 'correspondence 'on 'in - cognito 'affair, '150, '154; 'coolness 'over Comte, 'IV, '142; ' 'walking ' 'trip ' 'with, 392; V, 79, 'opposes 'GHL 'at 'London Library, '414; 'VII, '21, 'on 'GHL's 'death, 87others 'and, 'Bray, 'at 'Rosehill, 'with GE, II, 66, 119; 256; Bray enjoyed visit, 263; Bray sends Herald to, 95; III, 322, IV, '169, 'Bryant, 'II, '68; 'Chapman, ' 'I, 352, ' loses ' '50 ' in ' business, ' IV, ' 11; Comte, 'II, '219, 'IV, '142; ' 'advises ' 'him to 'marry, 'II, '271; 'Feuerbach, 'Ill, '320, 359; 'Harrison, 'II, '40; 'Sara ' 'Rennell, II, '92, 219, 306, III, 337-8, 358, ' 361, 377, IV, 57, 410, V, 10, VI, 15, 40, ' VII, '344; ' Hinton, 'III, '328-9; ' Huxley, 'V,215; 'Noel, II, '70; 'Potter, IV, 390 articles, '""The 'Development 'Hypoth - esis"" (Leader), I, xliv; '""Ultimate 'Laws of Physiology"" (National Rev.), II, 389; ""Manners 'and 'Fashion"" (WR), 48, '54; ""The 'Philosophy 'of 'Style,"" (WR), 54; ""Progress: 'Its 'Law 'and 'Cause"" (WR), 319, ' 341; ' ""Railway ' Morals"" (Edin- burgh 'Rev.), 189; '""Recent 'Astronomy"" (WR), 473; '""A 'Theory 'of 'Population"" (WR), I, xliv; ' ""The ' Universal 'Postu- late"" '(WR), II, ' ll8 books, Social ' 'Statics, ' II, ' 'll ' _, ' GE gives 'Bray, '14; Essays, pub., 'II, '412; Synthetic ' 'Philosophy, I, lxxvi, First Principles, II, '118, 'III, '358_, '364_, '367, IV, '9_; Psychology, refers 'to ' 'GE, ' 'II, 145; 212_, 219, 226, 228, 476;Sociology, VI, ' 124, ' 331_; ' 'Ethics, ' VII, 172-3,348_; Descriptive ' 'Sociology, ' V, ' '328, VI, 15; Study 'of 'Sociology, V, 461_, 'VI, 15; Autobiography, I, lxxv, VI, ' 310-1,420, VII, 144'",,
Stoddard,Warren,,Charles',,,,,,x?,,,,,,,,,,,,,,
Taylor,,,Clementia,,,,,,x?,,,Friend of GE,,,,,,426,,,,,
Tennyson,,,Alfred,,,,,,x?,,,,Semi-regular,,,,,"427, 428, 429",,,"GE sends Scenes, 11, 418; JB meets. 458; art. On in Maga (Hassell). Ill, 210; 247. on Romola, IV. 96. 102; 284, 361, 480. V, 133. 162. meets GE. 169; 170. calls on GE, 180-1; 224. 378. VI, 57. 76, 232, 356. 358. reads at Priory. 360; 364. 393. 400. GE on, 416; VII. 20. consults GHL on Becket, 47.  49. 57; 50. reads new poems. 60. 62-4; on GHL's death. 86; calls with Hallam. 202 Ballads and Other Poems, VII, 341'; Becket, 47.   49. 57; ""Boadicea,"" 21'; ""Circumstance,"" IV. 282-; ""A Dedica-tion,"" VII. 14; ""Guinevere."" V. 181; Idylls of the King, IV, 165', VI. 416; In Memoriam, I. xlvii, IV. 285. 429', 232. VI, 416; ""Locksley Hall."" I. 228-, 11, 404. VI. 232; ""The Lotos Eaters."" I. 209-; Maud, V, 181', 360. VII. 21; ""The May Queen."" 11. 228', ""The Northern Farmer,"" VI. 360-; The Princess, VI, 311'; Queen Mary, 234. 235'. 242; ""The Revenge."" VII. 21'; ""You Might Have Won,"" VI, 23'. 163; VII. 387 ",,
Tennyson,,,Eleanor,,,,,,x?,,,,,,,,,,,,,,
Vaughan,,,Ralph,,,,,,x?,,,,,,,,,,,,,,
Addams,,,,Mr.,,,,,,,,,,,,,,,lectures on chemistry,,"I,123",,396
Addington Symonds,,,James,,Multiple options - see source,https://en.wikipedia.org/wiki/John_Addington_Symonds,Public domain,,,,,,Rare celebrity ,,,,,,,,"VI, 189'",,
Aide,Hamilton,,Charles,,charles_aide.png,https://en.wikipedia.org/wiki/File:Charles_Hamilton_Aide.jpg,Public domain,,,,,,Semi-regular,,,,,,,,"VI, 155, VII, 21, 216",,
Albutt,England,,Susan,Lady,,,,,,,,,,,,,,,,,"V, 41, 451",,
Allbutt,,Clifford,Thomas,Sir,thomas_allbutt.png,https://en.wikipedia.org/wiki/File:Thomas_Clifford_Allbutt.jpg,Creative Commons 4.0,,,,,Met GHL at heavily attended Oxford meeting (1868); Friend from Leeds,,,,,59, ,,,"GE 'visits at 'Leeds, 'IV, '471-4; '476, '499, marries, V, '41; '!185, 450-1, 'VI, '427, on GHL's influence, 'VII, '96-7, 10!1",,
Allingham,Paterson,,Helen',,helen_allingham.png,"https://en.wikipedia.org/wiki/File:Helen_Allingham,_photograph.jpg",Public domain,,,,,Artist,Semi-regular,,,,70,,,,"VI,  84,  193,  335,  339,  refuses  to illus- trate  Romola,  341,  345;  347,  376, 424, VII, 6, 15, 22 ",,
Allingham,,,William ,,william_allingham.png,https://en.wikipedia.org/wiki/File:William_Allingham_Photo.jpg,Public domain,,,,,,Semi-regular,,,,70,70-71,,,"IV, 64, V, 160,  3!13, Laurence   Bloomfield,   VI,   33_;   ed Fraser's, marries, 84; 192, and the Echo, 341;  GE  advises  on  Midlands  dialects, 347-8;Songs, Ballads, and Stories, 376_; 401-2, VII, 6, 22",,
Allingham,,,Gerald,,,,,,,,,,,,,,65,,,,"born, VI, 19!1 '",,
Amberley,Louisa Stanley,,Katherine,Viscountess,katherine_amberley.png,https://en.wikipedia.org/wiki/File:Viscountess_Amberley_cropped.jpg,Public domain,,,,,Education reformer,Semi-regular,,,,65,,,,"I,   xlvi,   GE   meets   at Congreve  lecture,  IV,  360;  V,  96, 425, 467, VI, 154 ",,
Amberley,Russell,,John,,Multiple options - see source,"https://en.wikipedia.org/wiki/John_Russell,_Viscount_Amberley",,,,,,,Semi-regular,,,,65,,,," IV, 360-1,  V,  96, 467 ",,
Appleton,Edward,,Charles,,,,,,,,,,Semi-regular,,,,75-76, ,,,"V, 247, 473- 4,  GE  on  Academy, VI, 3-4;  14,  VII, 31 ",,
Appleton,,,J.H,,,,,,,,,,,,,,,,,,"V, 478, VI, 8, 4",,
Arnott,,,Neil,,Multiple options - see source,https://en.wikipedia.org/wiki/Neil_Arnott,,,,,,Physician; Hosted weekly bachelor dinners; GHL's friend,,,,,20,,,,"I, 342, II, 104, 126, 213, VII, 39 ",,
Ashton,,,Rosemary,,,,,,,,,Knew John Chapman,,,,,,,,,,,
Bagehot,,,Walter,,,,,,,,,,Rare celebrity ,,,,,,,,"II,   201,  IV,  192, Trol- lope objects to his  Fortnightly  arts., IV, 195;  VI, 43",,
Bain,,,Mrs. A,,,,,,,,,,,,,,,,,,"IV, 446, V, 45, VI, 142 ",,
Bain ,Mrs. A?,,Frances,,,,,,,,,Wife of dedicated Positivist ,,,,,,,,,,,
Basil ,,,Champneys,,,,,,,,,Decorartor for the Priory turned guest,,1871,,,,,,,,,
Beesly,Crompton,,Emily,,,,,,,,,Wife of dedicated Positivist ,Semi-regular,,,,,,,,"V, 40, 385, VI, 234,  360",,
Belloc,Hilaire (Louise Swanton),,Jeans ,Mme,,,,,,,,,,,,,,,,,"IV,  351,  VI, 392,420 ",,
Belloc,'Hilary (Hilaire?) Pierre',,Joseph,,,,,,,,,,,,,,,,,,"I, Ii,  V, 126, VI, 392   ",,
Belloc,Adelaide,,Marie,,,,,,,,,,,,,,,,,,"later Mrs. Frederic Sawrey Lowndes (1868-1947), I, xvii-xviii, Ii, VI, 392",,
Belloc ,,,Louis,,,,,,,,,marries Bessie parkes,,,,,,,,,"I, Ii, IV, 351",,
Benzon,,,Ernst,*family--need to look up,,,,,,,,Wealthy and social family ,Semi-regular,,,,59,,,,,,
Benzon,,,Elizabeth ,,,,,,,,,,Semi-regular,,,,,,,,,,
Betham-Edwards,,,Matilda,,,,,,,,,Friends with Bodichon,Semi-regular,,,,,,,,"V,  2!l!l ",,
Blackwood,,,Alexander,,,,,,,,,,,,,,,,,,"I, Iii, II, 334, ""Young rebel,""  III, 386-7; IV, 247, 4ll, 439, at school, V,51;  backward  in  studies,  190;  230, finishes match with broken collar bone, VI,20;22,75,92, 143,159,257,matricu-lates  at   Christ  Church,  Oxford,  259; '282,  trains  with  Fife  Militia,  VII,  48; 69, enters  the firm, 108; 109 -IIO,  135, 142, 172 ",,
Blackwood,,,Archibald,,,,,,,,,,,,,,,,,,"calls on GE, III, 462, V, 115, delighted with Thornie, III, 474",,
Blackwood,,,Charles,,,,,,,,,,,,,,,,,,"III, 2113; calls on GE, 266; sails for India, 340-1",,
Blackwood,Stewart,Bessie,Elizabeth,,,,,,,,,,,,,,,,,,"VII, 86",,
Blackwood,Douglas,,George,,,,,,,,,,,,,,,,,,"I, xviii",,
Blackwood,,,James,,,,,,,,,,,,,,,,,,"III, 92, 1152, 474; iII, V, 115; dies, 203; 205-6 ",,
Blackwood,Hugh,,James,,,,,,,,,,,,,,,,,,"I, xviii",,
Blackwood,Oulia Blandford,,John Wilson,,,,,,,,,,,,,,,,,,"d. 1899), I, Iii, on""Amos,"" II,  281; 291, 352,  428,  thinks  GE  a  man,  435; on  tripe,  447;  meets  Tennyson,  458; III, 20, 47, 51, ll7, 193, calls her mare Mag- gie,  298;  410,  434, IV,  3, 263, 277, on Felix, 275; V, 1108, 1135, 350, 351, VI, 22, 75,  186,  231,  296,  313,  kept  JB  from Crimean  War,  367; 1189, 390, VII,  101 calls  on  GE,  32;33, 45-6, 48-9, 69, 80, 85, 94,  98, 126-7, 130, 147, 206-7,  219- 21,229,  236-7, 244 ",,
Blackwood,,,Mary,,,,,,,1855,,Mrs. Gerald Porter,,,,,,,,,"V, 230,  294, 387, comes   out, 452;  454,  JB  gives  ball  for,  VI, 19-20,. 28; 76, 172, 186, 231, 263, 313, 389, 432, VII,  IO, 46, 49, 69, 94, 181-2, 183, 244",,
Blackwood,,,Robert ,,,,,,,,1852,,,,,,,,,,"I, Iii",,
Blackwood,,,William ,,,,,,,1776,1834,,,,,,,,,,"account of I, Ii, II, 270, IV, 372",,
Blackwood,,,William,,,,,,,1810,1861,,,,,,,,,,"ac- count  of,  I,  Iii-liii;  on  ""Amos,""  II,  283; 334, on  ""Janet,""  344;  on  Scenes, 386;sees ""aMrs. Lewes,"" 410; 4ll; 440, 463, on Adam, III, 6, confident of success, 31;33, 39, 41, 44, on Liggins 65-6; 73,76, 102, WB and JB call on GE, 105; anxiety  about  loss  of  incognito,  ll2; ll3,  ll7,  ll9,  131,  advises  JB  on  offer for  Mill, 160;  183,  190,  192, favorsroyalty, 193; disgusted  by GE, 194; 200, 208,  and   Maga,  210,  216,  221; 232-6,239,  241,  244-5,  256,  259,  260, 272-3,275, 279, 283, 286,  290, 296, GE    hints project  of  Italian  novel    to,    305;    313, 315,  323,  328,  330, 334-5,  illness, 339- 43; 345, still an invalid, 350 -1,   356-7,368, 370, 375, 378, 381, 383, no hope for,  384;  !186;  not  suffering  heavily,   394; dies, 405 ",,
Blackwood,Moore,,Emma,,,,,,,1810,1881,Mrs. William Blackwood (which one tho),,,,,,,,," I, liii ",,
Blackwood,,Willie,William,,,,,,,1836,1912,,,,,,,,,,"account  of,  I,  liii, 214,  calls  on  GE,  III, 272, 340; 341, on Laurence portrait   of  GE, 343, 345; 351, 352, reads Silas, 383; 1184, 406, his savoir  faire, 434;  IV,  44, 277,318,439,445,454, on  Thornie, 459,  465-6,474; IV,76,245,256,engaged tohis  cousin  Miss  Moore,  264,  292, 350, engagement  broken, 359; 265, 266,  274, 276,  sends   GE  grouse,   389;   403, on Spanish  Gypsy,  421-2;  446,  comes to Shottermill,   V,   148;   182,   185,   190-2, 195-6,  on  death  of   James  Blackwood, 203;214, 219, 223-4, 277, 286,302, 3011, 305, 308, 309, 3ll, 313, 319; 416, VI, 118; 51,  87,  135-6,  205,  2ll-2,  takes  Sturgis to Priory, 215; warned against mention - ing criticisms ofDeronda, 218; 222, 252, 256-8,273;300,305,349,ll73,ll90,ll96 -7 on  Cabinet  ed.,  404-5,  VII,  25-7,  57; wants   GHL's   stories   for Tales   from Blackwood,   41,   43-4;   GE  Birthday Book, 42;  wins  horsemanship  prize, 48; 51, 69, 83, 113, 125, 126, on JB's  illness,  147-8;  150-3,  sales  of  Theophrastus, 163;  trains  with  Light  Horse,  191;  194, 208,  on  JB's  death,  219;  calls  on  GE, 225-6;  236-7,  243-4,  251,  WB opposes Gladstone, 255; on GE's marriage, 270; 294, 313 hunting, IV, 422, V, 15, accident, 456, 461,  VI, 9,  20,  28, 41,  232,  breaks leg,  VII,79,94,98,  108-9, 127,136 ",,
Blagden,,Isa,Isabella,,,,,,,,,Social magnet of Bellosguardo; Friend of T.A Trollope; part of The Florentine Group,,1861,,,,,,,,,
Blind,,,Mathilde,,,,,,,,,,,,,,,,,,"IV, 58, V, 78, !l8!l, VI, 102, VII, 12!1; gets facts  about  GE  from  Mrs.  Bray  and  Sara,  I,    172:  212, 314",,
Blythe,,,Isabella,,,,,,,,,Instigated by Bodichon to visit GE,Semi-regular,,,,67, ,,," in  London,  III, 471; GHL calls on, IV, 31; comes to tea, 37: 96, V, 21-2;  dines  with  GE at  the Marshes', 37 ",,
Bowen,,,Charles S.C,Baron,,,,,,,,,Semi-regular,,,,,,,,"V, 234, 238, 420, 445, VI, 148, VII, 178, 180,   183-4,228",,
Bowen,,,Emily,Lady,,,,,,,,,Semi-regular,,,,,,,,"dines with GE, V, 238, 234, 291, V, 420, 445, VI, 6",,
Brabant,,,Herbert,Dr,,,,,,,,,,,,,,,35,,"V, 473, VI, 3-4, II, 21",,
Brabant,Herbert,,Robert,,,,,,,,,,,,,,,34-5,,," I, lvi-lvii,   lends   Mrs.   Bray   Spinoza,   I, 158;  goes  to  Germany  with  Sara  Hen - nen,  176;  defends  Mackay,  343; 375, 376, lends Chapman  '800, n, 22; 340, on Mannheim, 452;  475 GE visits at Devizes, I, 163-168; 174,his ""reputation ague,"" 181; GE's altered view of, 225; 227, returns his Spinoza, 231; correspondence with, 225, 232; in - vites GE to go to Germany, 236; at 142Strand, 363; 364, II, 68, getting fatuous,  10; meets GE and GHL on train; intro-duces GE to Strauss, 171; dies, IV, 268;original of Casaubon, V, 39; VII, !186Strauss,  I,  171,  181,  tr.  Das Leben ]esu, 191, in form of notes, 194; GE sends Life  of  Jesus  to, 224; 472",,
Brabant,,,R. H. (Elizabeth Hughes),,,,,,,,,,,,,,,,,,"jealous  of  GE,  I,  lvii;  164, 165, !169, dies, V, 1!12 ",,
Brabant ,Rebecca (Rufa),,Elizabeth,,,,,,,,,Part of the Bray-Hennell holiday excursions'(Mrs. C.C. Hennell),,1840s,,,,34,,,"I, lvii-lviii, 139, GE meets, 150; 153-4, 160, GE at her wedding to C. C. Hennell, 163; 165-6, and Das Leben Jesu, 171; 173-82, 191, 194, 199, 219, 225, 236, 240, 284, 299, 334, 345, 347, 357, 364, 372, and Dr. Travis, 371; 375 conducts ""progressive"" school, 11, 3; 8, 10, 21, 51, 60, 88, 90, 106, 160, reads proof of ""Mme de Sable,"" 187; 188, 198-9, 224, 263, marries W. M. W. CaU, 382; kind to GE, 389, 423, 437, 440, 443, 471-2, 475, 482, Ill, 23, 46, 120, 123, 359, rift with Cara and Sara, 456, IV, 198, Dr. Brabant's death, 268, 363, 424, 477 V, 44, 114, 131, 136, comes to Shottermill, 162, 163, 170, GE engages her servants, 184; 197,259,266-7, 327, may go to Algiers, 419; VI, 92, 191-2, relieved by Frank's marriage, 320; 354, 419, VII, 22, 61, 254, 258, 300",,
Braddon,Elizabeth,,Mary,,,,,,,,,,,,,,,35,,,"The Trail of the Serpent, IV, 310; Lady Audley's Secret. VI, 345",,
Bremer,,,Frederika,,,,,,,,,,,,,,,38,,,"novels,  I,  240_,  240, 363, GE meets, 365; ""repulsive person,"" 366;  GE  begins  to  like,  367-8;  leaves 142 Strand, 372; ",,
Browning,,,Oscar,,,,,,,,,"Writer, historian, educational reformer",Semi-regular,,,,68,43,,,"IV, 471, V, 450, VI, 126, VII, 103, IV, 186, 365, GE visits at Eton, 368; sends chair to GE, 376; 386, V, 5, travels in Russia, 59; brings GE slippers, 65; 76, 92-3, 118-9, 133, 268, 270, 376, 454, dismissed from Eton, VI, 126-7; 155, VII, 22, 73",,
